Date,Value,Percent Stock
2008-06-01,9974.000000,26
2008-07-01,9741.000000,100
2008-08-01,9932.000000,100
2008-09-01,9955.000000,100
2008-10-01,9138.000000,100
2008-11-01,8098.000000,100
2008-12-01,8780.000000,73
2009-01-01,8963.000000,88
2009-02-01,8185.000000,100
2009-03-01,7117.000000,100
2009-04-01,8882.000000,48
2009-05-01,9430.000000,11
2009-06-01,9619.000000,6
2009-07-01,9944.000000,44
2009-08-01,10358.000000,0
2009-09-01,11121.000000,12
2009-10-01,11479.000000,39
2009-11-01,11530.000000,0
2009-12-01,12034.000000,19
2010-01-01,12304.000000,32
2010-02-01,12532.000000,58
2010-03-01,13059.000000,40
2010-04-01,13291.000000,41
2010-05-01,13531.000000,28
2010-06-01,13553.000000,89
2010-07-01,13055.000000,100
2010-08-01,14930.000000,57
2010-09-01,14917.000000,97
2010-10-01,16240.000000,52
2010-11-01,16510.000000,53
2010-12-01,16931.000000,85
2011-01-01,17655.000000,41
2011-02-01,18439.000000,18
2011-03-01,18483.000000,19
2011-04-01,18555.000000,2
2011-05-01,18589.000000,2
2011-06-01,19762.000000,52
2011-07-01,20995.000000,60
2011-08-01,22152.000000,42
2011-09-01,21705.000000,100
2011-10-01,21100.000000,100
2011-11-01,25041.000000,37
2011-12-01,24931.000000,100
2012-01-01,27100.000000,65
2012-02-01,29957.000000,33
2012-03-01,30100.000000,33
2012-04-01,30253.000000,0
2012-05-01,31314.000000,21
2012-06-01,32050.000000,79
2012-07-01,33400.000000,1
2012-08-01,33497.000000,1
2012-09-01,38284.000000,10
2012-10-01,43107.000000,21
2012-11-01,43478.000000,15
2012-12-01,43984.000000,26
2013-01-01,44810.000000,10
2013-02-01,45027.000000,0
2013-03-01,45265.000000,10
2013-04-01,45358.000000,0
2013-05-01,45362.000000,0
2013-06-01,45406.000000,0
2013-07-01,45405.000000,0
2013-08-01,45953.000000,0
2013-09-01,46017.000000,0
2013-10-01,46090.000000,0
2013-11-01,46095.000000,0
2013-12-01,46139.000000,0
2014-01-01,46548.000000,0
2014-02-01,46678.000000,0
2014-03-01,46753.000000,0
2014-04-01,49993.000000,10
2014-05-01,52211.000000,30
2014-06-01,52442.000000,0
2014-07-01,52903.000000,21
2014-08-01,53254.000000,44
2014-09-01,55117.000000,11
2014-10-01,57150.000000,46
2014-11-01,58259.000000,13
2014-12-01,58655.000000,13
2015-01-01,61417.000000,25
2015-02-01,61141.000000,70
2015-03-01,62681.000000,30
2015-04-01,63272.000000,63
2015-05-01,66354.000000,48
2015-06-01,66525.000000,48
2015-07-01,67348.000000,70
2015-08-01,68833.000000,81
2015-09-01,65833.000000,100
2015-10-01,64757.000000,100
2015-11-01,69773.000000,62
2015-12-01,70914.000000,86
2016-01-01,70257.000000,100
2016-02-01,67078.000000,100
2016-03-01,69737.000000,100
2016-04-01,74084.000000,60
2016-05-01,77938.000000,20
2016-06-01,82613.000000,67
2016-07-01,89632.000000,56
2016-08-01,93148.000000,14
2016-09-01,98923.000000,32
2016-10-01,99099.000000,100
2016-11-01,107569.000000,74
2016-12-01,112424.000000,30
2017-01-01,113178.000000,0
2017-02-01,115020.000000,75
2017-03-01,118190.000000,0
2017-04-01,129009.000000,28
2017-05-01,128976.000000,28
2017-06-01,131027.000000,79
2017-07-01,138390.000000,51
2017-08-01,139381.000000,27
2017-09-01,139879.000000,78
2017-10-01,144507.000000,5
2017-11-01,146645.000000,91
2017-12-01,162886.000000,45
2018-01-01,167556.000000,13
2018-02-01,168168.000000,0
2018-03-01,178011.000000,30
2018-04-01,177809.000000,99
2018-05-01,176528.000000,99
2018-06-01,178708.000000,99
2018-07-01,179425.000000,99
2018-08-01,191193.000000,47
